,realtime_start,date,value
101,2000-08-01 00:00:00,1959-10-01 00:00:00,21.78
102,2003-12-23 00:00:00,1959-10-01 00:00:00,
103,2004-01-05 00:00:00,1959-10-01 00:00:00,20.56
104,2004-02-02 00:00:00,1959-10-01 00:00:00,20.559
105,2009-08-04 00:00:00,1959-10-01 00:00:00,
106,2009-08-05 00:00:00,1959-10-01 00:00:00,18.438
107,2011-08-02 00:00:00,1959-10-01 00:00:00,18.447
108,2013-08-02 00:00:00,1959-10-01 00:00:00,17.387
109,2018-07-31 00:00:00,1959-10-01 00:00:00,16.326
110,2021-07-30 00:00:00,1959-10-01 00:00:00,16.294
111,2023-09-29 00:00:00,1959-10-01 00:00:00,15.402
112,2000-08-01 00:00:00,1959-11-01 00:00:00,21.8
113,2003-12-23 00:00:00,1959-11-01 00:00:00,
114,2004-01-05 00:00:00,1959-11-01 00:00:00,20.57
115,2004-02-02 00:00:00,1959-11-01 00:00:00,20.572
116,2009-08-04 00:00:00,1959-11-01 00:00:00,
117,2009-08-05 00:00:00,1959-11-01 00:00:00,18.45
118,2011-08-02 00:00:00,1959-11-01 00:00:00,18.458
119,2013-08-02 00:00:00,1959-11-01 00:00:00,17.398
120,2018-07-31 00:00:00,1959-11-01 00:00:00,16.336
121,2021-07-30 00:00:00,1959-11-01 00:00:00,16.304
122,2023-09-29 00:00:00,1959-11-01 00:00:00,15.412
123,2000-08-01 00:00:00,1959-12-01 00:00:00,21.83
124,2003-12-23 00:00:00,1959-12-01 00:00:00,
125,2004-01-05 00:00:00,1959-12-01 00:00:00,20.6
126,2004-02-02 00:00:00,1959-12-01 00:00:00,20.598
127,2009-08-04 00:00:00,1959-12-01 00:00:00,
128,2009-08-05 00:00:00,1959-12-01 00:00:00,18.471
129,2011-08-02 00:00:00,1959-12-01 00:00:00,18.479
130,2013-08-02 00:00:00,1959-12-01 00:00:00,17.418
131,2018-07-31 00:00:00,1959-12-01 00:00:00,16.355
132,2021-07-30 00:00:00,1959-12-01 00:00:00,16.323
133,2023-09-29 00:00:00,1959-12-01 00:00:00,15.43
134,2000-08-01 00:00:00,1960-01-01 00:00:00,21.82
135,2003-12-23 00:00:00,1960-01-01 00:00:00,
136,2004-01-05 00:00:00,1960-01-01 00:00:00,20.59
137,2004-02-02 00:00:00,1960-01-01 00:00:00,20.594
138,2009-08-04 00:00:00,1960-01-01 00:00:00,
139,2009-08-05 00:00:00,1960-01-01 00:00:00,18.462
140,2011-08-02 00:00:00,1960-01-01 00:00:00,18.47
141,2013-08-02 00:00:00,1960-01-01 00:00:00,17.409
142,2014-08-01 00:00:00,1960-01-01 00:00:00,17.41
143,2018-07-31 00:00:00,1960-01-01 00:00:00,16.346
144,2021-07-30 00:00:00,1960-01-01 00:00:00,16.314
145,2023-09-29 00:00:00,1960-01-01 00:00:00,15.421
146,2000-08-01 00:00:00,1960-02-01 00:00:00,21.84
147,2003-12-23 00:00:00,1960-02-01 00:00:00,
148,2004-01-05 00:00:00,1960-02-01 00:00:00,20.62
149,2004-02-02 00:00:00,1960-02-01 00:00:00,20.618
150,2009-08-04 00:00:00,1960-02-01 00:00:00,
151,2009-08-05 00:00:00,1960-02-01 00:00:00,18.48
152,2011-08-02 00:00:00,1960-02-01 00:00:00,18.488
153,2013-08-02 00:00:00,1960-02-01 00:00:00,17.427
154,2018-07-31 00:00:00,1960-02-01 00:00:00,16.363
155,2021-07-30 00:00:00,1960-02-01 00:00:00,16.331
156,2023-09-29 00:00:00,1960-02-01 00:00:00,15.437
157,2000-08-01 00:00:00,1960-03-01 00:00:00,21.86
158,2003-12-23 00:00:00,1960-03-01 00:00:00,
159,2004-01-05 00:00:00,1960-03-01 00:00:00,20.64
160,2004-02-02 00:00:00,1960-03-01 00:00:00,20.636
161,2009-08-04 00:00:00,1960-03-01 00:00:00,
162,2009-08-05 00:00:00,1960-03-01 00:00:00,18.491
163,2011-08-02 00:00:00,1960-03-01 00:00:00,18.499
164,2013-08-02 00:00:00,1960-03-01 00:00:00,17.437
165,2018-07-31 00:00:00,1960-03-01 00:00:00,16.372
166,2021-07-30 00:00:00,1960-03-01 00:00:00,16.34
167,2023-09-29 00:00:00,1960-03-01 00:00:00,15.446
168,2000-08-01 00:00:00,1960-04-01 00:00:00,21.94
169,2003-12-23 00:00:00,1960-04-01 00:00:00,
170,2004-01-05 00:00:00,1960-04-01 00:00:00,20.71
171,2004-02-02 00:00:00,1960-04-01 00:00:00,20.711
172,2009-08-04 00:00:00,1960-04-01 00:00:00,
173,2009-08-05 00:00:00,1960-04-01 00:00:00,18.558
174,2011-08-02 00:00:00,1960-04-01 00:00:00,18.566
175,2013-08-02 00:00:00,1960-04-01 00:00:00,17.5
176,2014-08-01 00:00:00,1960-04-01 00:00:00,17.501
177,2018-07-31 00:00:00,1960-04-01 00:00:00,16.432
178,2021-07-30 00:00:00,1960-04-01 00:00:00,16.4
179,2023-09-29 00:00:00,1960-04-01 00:00:00,15.502
180,2000-08-01 00:00:00,1960-05-01 00:00:00,21.96
181,2003-12-23 00:00:00,1960-05-01 00:00:00,
182,2004-01-05 00:00:00,1960-05-01 00:00:00,20.73
183,2004-02-02 00:00:00,1960-05-01 00:00:00,20.734
184,2009-08-04 00:00:00,1960-05-01 00:00:00,
185,2009-08-05 00:00:00,1960-05-01 00:00:00,18.578
186,2011-08-02 00:00:00,1960-05-01 00:00:00,18.586
187,2013-08-02 00:00:00,1960-05-01 00:00:00,17.519
188,2018-07-31 00:00:00,1960-05-01 00:00:00,16.449
189,2021-07-30 00:00:00,1960-05-01 00:00:00,16.417
190,2023-09-29 00:00:00,1960-05-01 00:00:00,15.518
191,2000-08-01 00:00:00,1960-06-01 00:00:00,21.97
192,2003-12-23 00:00:00,1960-06-01 00:00:00,
193,2004-01-05 00:00:00,1960-06-01 00:00:00,20.75
194,2004-02-02 00:00:00,1960-06-01 00:00:00,20.745
195,2009-08-04 00:00:00,1960-06-01 00:00:00,
196,2009-08-05 00:00:00,1960-06-01 00:00:00,18.586
197,2011-08-02 00:00:00,1960-06-01 00:00:00,18.594
198,2013-08-02 00:00:00,1960-06-01 00:00:00,17.527
199,2018-07-31 00:00:00,1960-06-01 00:00:00,16.456
200,2021-07-30 00:00:00,1960-06-01 00:00:00,16.424
201,2023-09-29 00:00:00,1960-06-01 00:00:00,15.525
202,2000-08-01 00:00:00,1960-07-01 00:00:00,22.01
203,2003-12-23 00:00:00,1960-07-01 00:00:00,
204,2004-01-05 00:00:00,1960-07-01 00:00:00,20.78
205,2004-02-02 00:00:00,1960-07-01 00:00:00,20.783
206,2009-08-04 00:00:00,1960-07-01 00:00:00,
207,2009-08-05 00:00:00,1960-07-01 00:00:00,18.62
208,2011-08-02 00:00:00,1960-07-01 00:00:00,18.629
209,2013-08-02 00:00:00,1960-07-01 00:00:00,17.559
210,2018-07-31 00:00:00,1960-07-01 00:00:00,16.485
211,2021-07-30 00:00:00,1960-07-01 00:00:00,16.453
212,2023-09-29 00:00:00,1960-07-01 00:00:00,15.553
213,2000-08-01 00:00:00,1960-08-01 00:00:00,22.05
214,2003-12-23 00:00:00,1960-08-01 00:00:00,
215,2004-01-05 00:00:00,1960-08-01 00:00:00,20.82
216,2009-08-04 00:00:00,1960-08-01 00:00:00,
217,2009-08-05 00:00:00,1960-08-01 00:00:00,18.652
218,2011-08-02 00:00:00,1960-08-01 00:00:00,18.66
219,2013-08-02 00:00:00,1960-08-01 00:00:00,17.589
220,2018-07-31 00:00:00,1960-08-01 00:00:00,16.513
221,2021-07-30 00:00:00,1960-08-01 00:00:00,16.481
222,2023-09-29 00:00:00,1960-08-01 00:00:00,15.579
223,2000-08-01 00:00:00,1960-09-01 00:00:00,22.07
224,2003-12-23 00:00:00,1960-09-01 00:00:00,
225,2004-01-05 00:00:00,1960-09-01 00:00:00,20.83
226,2004-02-02 00:00:00,1960-09-01 00:00:00,20.834
227,2009-08-04 00:00:00,1960-09-01 00:00:00,
228,2009-08-05 00:00:00,1960-09-01 00:00:00,18.663
229,2011-08-02 00:00:00,1960-09-01 00:00:00,18.672
230,2013-08-02 00:00:00,1960-09-01 00:00:00,17.6
231,2018-07-31 00:00:00,1960-09-01 00:00:00,16.523
232,2021-07-30 00:00:00,1960-09-01 00:00:00,16.491
233,2023-09-29 00:00:00,1960-09-01 00:00:00,15.588
234,2000-08-01 00:00:00,1960-10-01 00:00:00,22.09
235,2003-12-23 00:00:00,1960-10-01 00:00:00,
236,2004-01-05 00:00:00,1960-10-01 00:00:00,20.86
237,2009-08-04 00:00:00,1960-10-01 00:00:00,
238,2009-08-05 00:00:00,1960-10-01 00:00:00,18.685
239,2011-08-02 00:00:00,1960-10-01 00:00:00,18.693
240,2013-08-02 00:00:00,1960-10-01 00:00:00,17.62
241,2018-07-31 00:00:00,1960-10-01 00:00:00,16.542
242,2021-07-30 00:00:00,1960-10-01 00:00:00,16.51
243,2023-09-29 00:00:00,1960-10-01 00:00:00,15.606
244,2000-08-01 00:00:00,1960-11-01 00:00:00,22.17
245,2003-12-23 00:00:00,1960-11-01 00:00:00,
246,2004-01-05 00:00:00,1960-11-01 00:00:00,20.93
247,2004-02-02 00:00:00,1960-11-01 00:00:00,20.932
248,2009-08-04 00:00:00,1960-11-01 00:00:00,
249,2009-08-05 00:00:00,1960-11-01 00:00:00,18.748
250,2011-08-02 00:00:00,1960-11-01 00:00:00,18.757
251,2013-08-02 00:00:00,1960-11-01 00:00:00,17.68
252,2018-07-31 00:00:00,1960-11-01 00:00:00,16.598
253,2021-07-30 00:00:00,1960-11-01 00:00:00,16.565
254,2023-09-29 00:00:00,1960-11-01 00:00:00,15.659
255,2000-08-01 00:00:00,1960-12-01 00:00:00,22.18
256,2003-12-23 00:00:00,1960-12-01 00:00:00,
257,2004-01-05 00:00:00,1960-12-01 00:00:00,20.94
258,2004-02-02 00:00:00,1960-12-01 00:00:00,20.936
259,2009-08-04 00:00:00,1960-12-01 00:00:00,
260,2009-08-05 00:00:00,1960-12-01 00:00:00,18.752
261,2011-08-02 00:00:00,1960-12-01 00:00:00,18.76
262,2013-08-02 00:00:00,1960-12-01 00:00:00,17.683
263,2014-08-01 00:00:00,1960-12-01 00:00:00,17.684
264,2018-07-31 00:00:00,1960-12-01 00:00:00,16.601
265,2021-07-30 00:00:00,1960-12-01 00:00:00,16.569
266,2023-09-29 00:00:00,1960-12-01 00:00:00,15.662
